PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Date,Day,Month,Year,Holiday,Quarter,AQI_Category
84.83,242.7,86.53,40.23,1.02,80.15,207,12-06-2024,Wednesday,June,2024,No Holiday,Q2,Poor
88.39,227.61,78.79,37.29,0.8,74.52,181,13-06-2024,Thursday,June,2024,No Holiday,Q2,Moderate
119.33,292.07,20.66,34.18,0.67,65.9,191,14-06-2024,Friday,June,2024,No Holiday,Q2,Moderate
75.45,209.51,20.72,34.55,0.71,66.45,225,15-06-2024,Saturday,June,2024,No Holiday,Q2,Poor
78.72,214.94,20.82,36.78,0.83,64.98,186,16-06-2024,Sunday,June,2024,Holiday,Q2,Moderate
73.52,190,20.71,38.74,0.84,62.7,163,17-06-2024,Monday,June,2024,Holiday,Q2,Moderate
119.43,341.42,20.47,37.67,0.83,50.85,201,18-06-2024,Tuesday,June,2024,No Holiday,Q2,Poor
136.96,376.58,40.48,35.17,0.76,51.81,353,19-06-2024,Wednesday,June,2024,No Holiday,Q2,Very Poor
54.47,126.55,51.43,33.14,0.82,80.74,173,20-06-2024,Thursday,June,2024,No Holiday,Q2,Moderate
75.64,182.23,52.63,33.03,1.11,52.8,163,21-06-2024,Friday,June,2024,No Holiday,Q2,Moderate
84.39,172.96,54.91,32.99,1.33,56.11,169,22-06-2024,Saturday,June,2024,No Holiday,Q2,Moderate
76.36,145.92,54.21,33.04,1.23,59.68,155,23-06-2024,Sunday,June,2024,Holiday,Q2,Moderate
62.69,127.83,52.71,33.27,1.18,55.03,116,24-06-2024,Monday,June,2024,No Holiday,Q2,Moderate
83.78,149.67,52.5,33.84,1.24,53.22,158,25-06-2024,Tuesday,June,2024,No Holiday,Q2,Moderate
60.63,111.43,52,34.95,1.13,40.56,146,26-06-2024,Wednesday,June,2024,No Holiday,Q2,Moderate
45.35,68.22,49.09,34.34,0.89,29.85,75,27-06-2024,Thursday,June,2024,No Holiday,Q2,Satisfactory
203.38,305.14,55.51,36.08,1.12,34.26,192,28-06-2024,Friday,June,2024,No Holiday,Q2,Moderate
62.945,391,52.22,35.74,1.23,28.38,192,29-06-2024,Saturday,June,2024,No Holiday,Q2,Moderate
58,149.27,49.06,35.04,1,31.46,186,30-06-2024,Sunday,June,2024,Holiday,Q2,Moderate
55,85.25,49.12,35.33,0.82,30.33,85,01-07-2024,Monday,July,2024,No Holiday,Q3,Satisfactory
37.15,129.17,48.37,35.84,0.9,30.18,128,02-07-2024,Tuesday,July,2024,No Holiday,Q3,Moderate
31.87,131.83,48.71,35.07,1.02,30.14,122,03-07-2024,Wednesday,July,2024,No Holiday,Q3,Moderate
39.3,89.27,47.7,35.15,0.9,30.15,60,04-07-2024,Thursday,July,2024,No Holiday,Q3,Satisfactory
22.78,62.75,46.9,35.32,0.85,30.4,88,05-07-2024,Friday,July,2024,No Holiday,Q3,Satisfactory
14.74,123.29,46.63,35.41,0.78,30.36,64,06-07-2024,Saturday,July,2024,No Holiday,Q3,Satisfactory
11.53,77.71,45.99,35.66,0.68,30.22,76,07-07-2024,Sunday,July,2024,Holiday,Q3,Satisfactory
14.12,81.54,46.24,35.67,0.69,30.27,58,08-07-2024,Monday,July,2024,No Holiday,Q3,Satisfactory
50.66,121.38,53.32,35.86,1.18,30.2,105,09-07-2024,Tuesday,July,2024,No Holiday,Q3,Moderate
62.21,178.49,54.44,35.96,1.76,30.56,140,10-07-2024,Wednesday,July,2024,No Holiday,Q3,Moderate
34.43,120.46,50.73,36,1.09,31.76,108,11-07-2024,Thursday,July,2024,No Holiday,Q3,Moderate
24.39,100.11,48.13,35.98,0.74,37.25,99,12-07-2024,Friday,July,2024,No Holiday,Q3,Satisfactory
27.19,98.64,49.9,36.22,0.95,40.64,96,13-07-2024,Saturday,July,2024,No Holiday,Q3,Satisfactory
33.96,108.45,49.54,36.35,1.01,40.7,97,14-07-2024,Sunday,July,2024,Holiday,Q3,Satisfactory
22.2,40,48.38,36.37,0.93,40.5,61,15-07-2024,Monday,July,2024,No Holiday,Q3,Satisfactory
29.96,72.82,46.26,36.63,0.9,40.61,58,16-07-2024,Tuesday,July,2024,No Holiday,Q3,Satisfactory
21.48,74.96,46.98,36.57,0.81,40.6,77,17-07-2024,Wednesday,July,2024,Holiday,Q3,Satisfactory
23.33,84.65,48.2,36.61,1,40.69,71,18-07-2024,Thursday,July,2024,No Holiday,Q3,Satisfactory
31.92,106.91,50.23,37.43,1.17,40.73,98,19-07-2024,Friday,July,2024,No Holiday,Q3,Satisfactory
29.1,113.3,48.95,38.25,0.95,40.78,61,20-07-2024,Saturday,July,2024,No Holiday,Q3,Satisfactory
26.59,91.06,47.88,38.62,0.91,40.86,95,21-07-2024,Sunday,July,2024,Holiday,Q3,Satisfactory
18.62,66.9,47.46,37.71,0.92,48.36,72,22-07-2024,Monday,July,2024,No Holiday,Q3,Satisfactory
27.54,81.92,49.68,33.05,0.92,55.73,75,23-07-2024,Tuesday,July,2024,No Holiday,Q3,Satisfactory
23.78,78.8,47.51,28.85,0.66,23.67,71,24-07-2024,Wednesday,July,2024,No Holiday,Q3,Satisfactory
25.12,75.27,45.17,37.6,0.61,55.5,90,25-07-2024,Thursday,July,2024,No Holiday,Q3,Satisfactory
29.09,86.08,34.46,37.42,0.65,36.08,66,26-07-2024,Friday,July,2024,No Holiday,Q3,Satisfactory
26.31,95.5,33.88,36.42,0.67,29.93,110,27-07-2024,Saturday,July,2024,No Holiday,Q3,Moderate
20.81,76.48,33.92,36.31,0.62,28.52,72,28-07-2024,Sunday,July,2024,Holiday,Q3,Satisfactory
24.23,79.56,35.94,36.26,0.54,50.37,73,29-07-2024,Monday,July,2024,No Holiday,Q3,Satisfactory
26.71,95.99,33.47,35.57,0.57,39.85,93,30-07-2024,Tuesday,July,2024,No Holiday,Q3,Satisfactory
23.45,83.63,33.17,36.39,0.52,47.8,95,31-07-2024,Wednesday,July,2024,No Holiday,Q3,Satisfactory
10.9,44.1,33.52,36.84,0.56,46.13,55,01-08-2024,Thursday,August,2024,No Holiday,Q3,Satisfactory
20.71,69.78,34.2,36.97,0.63,42.62,72,02-08-2024,Friday,August,2024,No Holiday,Q3,Satisfactory
18.74,61.84,35.11,37.14,0.52,33.3,62,03-08-2024,Saturday,August,2024,No Holiday,Q3,Satisfactory
14.39,52.32,33.61,37.08,0.46,29.08,60,04-08-2024,Sunday,August,2024,Holiday,Q3,Satisfactory
13.15,49.18,33.04,37.03,0.45,35.48,46,05-08-2024,Monday,August,2024,No Holiday,Q3,Good
15.28,49.9,34.9,37.35,0.48,35.45,50,06-08-2024,Tuesday,August,2024,No Holiday,Q3,Good
11.7,39.39,35.57,36.78,0.48,29.37,47,07-08-2024,Wednesday,August,2024,No Holiday,Q3,Good
14.64,55.45,34.93,36.33,0.51,29.81,54,08-08-2024,Thursday,August,2024,No Holiday,Q3,Satisfactory
13.89,50.56,33.62,35.61,0.5,32.32,52,09-08-2024,Friday,August,2024,No Holiday,Q3,Satisfactory
17.06,62.46,35.28,35.75,0.57,29.54,58,10-08-2024,Saturday,August,2024,No Holiday,Q3,Satisfactory
9.61,35.52,36.42,35.81,0.55,25.86,47,11-08-2024,Sunday,August,2024,Holiday,Q3,Good
13.45,44.33,35.31,34.65,0.47,26.16,45,12-08-2024,Monday,August,2024,No Holiday,Q3,Good
14.49,42.72,41.39,35.34,0.59,31.71,50,13-08-2024,Tuesday,August,2024,No Holiday,Q3,Good
24.66,72.63,43.01,45.61,0.7,32.13,57,14-08-2024,Wednesday,August,2024,No Holiday,Q3,Satisfactory
15.97,57.11,44.38,35.05,0.62,27.99,68,15-08-2024,Thursday,August,2024,Holiday,Q3,Satisfactory
15.37,45.43,44.28,36.21,0.5,27.77,55,16-08-2024,Friday,August,2024,No Holiday,Q3,Satisfactory
13.74,59.91,46.1,35.45,0.6,29.61,58,17-08-2024,Saturday,August,2024,No Holiday,Q3,Satisfactory
0.05,63.19,44.26,34.67,0.58,26.63,67,18-08-2024,Sunday,August,2024,Holiday,Q3,Satisfactory
0.05,52.55,43.72,35.36,0.56,24.83,58,19-08-2024,Monday,August,2024,No Holiday,Q3,Satisfactory
20.47,43.14,43.62,36.12,0.55,27.09,55,20-08-2024,Tuesday,August,2024,No Holiday,Q3,Satisfactory
10.62,67.21,43.56,36,0.54,29.75,59,21-08-2024,Wednesday,August,2024,No Holiday,Q3,Satisfactory
22.3,71.42,43.23,36.64,0.52,30.64,77,22-08-2024,Thursday,August,2024,No Holiday,Q3,Satisfactory
13.71,53.82,42.17,35.83,0.55,28.32,63,23-08-2024,Friday,August,2024,No Holiday,Q3,Satisfactory
22.21,40,43.35,35.82,0.64,30.42,55,24-08-2024,Saturday,August,2024,No Holiday,Q3,Satisfactory
15.18,69.35,40.45,36.39,0.53,34.6,51,25-08-2024,Sunday,August,2024,Holiday,Q3,Satisfactory
18.7,65.53,41.97,37.89,0.52,32.8,65,26-08-2024,Monday,August,2024,Holiday,Q3,Satisfactory
13.17,52,41.81,36.99,0.51,31.38,55,27-08-2024,Tuesday,August,2024,No Holiday,Q3,Satisfactory
12.69,49.17,43.07,37.83,0.56,29.94,54,28-08-2024,Wednesday,August,2024,No Holiday,Q3,Satisfactory
17.9,53.32,48.45,37.65,0.69,29.83,56,29-08-2024,Thursday,August,2024,No Holiday,Q3,Satisfactory
34.21,127.86,51.89,38.86,0.82,31.49,107,30-08-2024,Friday,August,2024,No Holiday,Q3,Moderate
20.83,72.92,42.14,39.56,0.56,25.27,82,31-08-2024,Saturday,August,2024,No Holiday,Q3,Satisfactory
19.86,70.78,41.2,39.01,0.55,28.19,68,01-09-2024,Sunday,September,2024,Holiday,Q3,Satisfactory
20.73,81.61,43.19,38.4,0.6,19.45,73,02-09-2024,Monday,September,2024,No Holiday,Q3,Satisfactory
24.91,94.23,42.87,45.7,0.6,17.86,98,03-09-2024,Tuesday,September,2024,No Holiday,Q3,Satisfactory
13.79,48.6,43.45,51.25,0.61,16.85,66,04-09-2024,Wednesday,September,2024,No Holiday,Q3,Satisfactory
20.25,83.77,43.29,54.42,0.65,28.52,66,05-09-2024,Thursday,September,2024,No Holiday,Q3,Satisfactory
20.73,83.24,45.21,54.42,0.68,22.49,97,06-09-2024,Friday,September,2024,No Holiday,Q3,Satisfactory
14.57,58.85,42.02,53.89,0.54,25.89,70,07-09-2024,Saturday,September,2024,No Holiday,Q3,Satisfactory
20.18,79.75,41.14,54.43,0.62,23.83,68,08-09-2024,Sunday,September,2024,Holiday,Q3,Satisfactory
25.25,87.97,42.89,56,0.65,23.6,88,09-09-2024,Monday,September,2024,No Holiday,Q3,Satisfactory
23.61,84.44,45.25,54.9,0.66,26.52,91,10-09-2024,Tuesday,September,2024,No Holiday,Q3,Satisfactory
18.22,59.87,44.96,60.11,0.61,21.98,66,11-09-2024,Wednesday,September,2024,No Holiday,Q3,Satisfactory
10.48,29.85,48.19,35.34,0.33,22.76,59,12-09-2024,Thursday,September,2024,No Holiday,Q3,Satisfactory
9.05,28.3,17.28,36.61,0.36,24.35,45,13-09-2024,Friday,September,2024,No Holiday,Q3,Good
18.02,69.43,13.07,38.49,0.36,23.89,50,14-09-2024,Saturday,September,2024,No Holiday,Q3,Good
22.27,95.03,24.92,38.54,0.41,23.24,86,15-09-2024,Sunday,September,2024,Holiday,Q3,Satisfactory
32.06,135.17,42.69,39.29,0.48,22.25,110,16-09-2024,Monday,September,2024,Holiday,Q3,Moderate
41.81,151.99,42.71,39.9,0.62,23.8,144,17-09-2024,Tuesday,September,2024,No Holiday,Q3,Moderate
23.14,89.24,36.47,38.84,0.52,22.1,116,18-09-2024,Wednesday,September,2024,No Holiday,Q3,Moderate
22.65,76.59,34.49,39.19,0.5,25.02,48,19-09-2024,Thursday,September,2024,No Holiday,Q3,Good
22.15,102.82,42.55,40.17,0.58,24.3,96,20-09-2024,Friday,September,2024,No Holiday,Q3,Satisfactory
28.07,134.54,39.37,40.61,0.54,36.27,110,21-09-2024,Saturday,September,2024,No Holiday,Q3,Moderate
32.31,181.02,35.68,41.64,0.47,27.28,196,22-09-2024,Sunday,September,2024,Holiday,Q3,Moderate
48.77,207.37,47.71,50.28,0.48,18.59,167,23-09-2024,Monday,September,2024,No Holiday,Q3,Moderate
73.68,177.62,99.14,53.89,0.53,28.32,146,24-09-2024,Tuesday,September,2024,No Holiday,Q3,Moderate
56.54,208.24,42.72,39.75,0.65,20.95,190,25-09-2024,Wednesday,September,2024,No Holiday,Q3,Moderate
21.46,79.34,37.3,40.23,0.44,18.73,96,26-09-2024,Thursday,September,2024,No Holiday,Q3,Satisfactory
16.78,67.44,41.15,40.23,0.4,17.76,72,27-09-2024,Friday,September,2024,No Holiday,Q3,Satisfactory
17.22,66.29,35.21,40.09,0.34,20.35,62,28-09-2024,Saturday,September,2024,No Holiday,Q3,Satisfactory
21.07,76.13,34.51,41.16,0.37,18.7,66,29-09-2024,Sunday,September,2024,Holiday,Q3,Satisfactory
36.45,145.96,34.01,41.5,0.43,19.12,125,30-09-2024,Monday,September,2024,No Holiday,Q3,Moderate
43.28,173.74,37.98,41.38,0.45,22.37,136,01-10-2024,Tuesday,October,2024,No Holiday,Q4,Moderate
46.89,194.03,47.56,42.69,0.61,16.56,162,02-10-2024,Wednesday,October,2024,Holiday,Q4,Moderate
42.74,174.49,45.52,41.37,0.5,26.87,156,03-10-2024,Thursday,October,2024,No Holiday,Q4,Moderate
49.71,191.81,52.03,42,0.57,31.99,174,04-10-2024,Friday,October,2024,No Holiday,Q4,Moderate
31.53,135.43,44.8,41.82,0.44,31.67,123,05-10-2024,Saturday,October,2024,No Holiday,Q4,Moderate
35.06,141.96,46.27,41.56,0.42,32.54,136,06-10-2024,Sunday,October,2024,Holiday,Q4,Moderate
32.6,126.42,44.17,42.23,0.39,30.17,109,07-10-2024,Monday,October,2024,No Holiday,Q4,Moderate
45.7,182.41,47.48,42.74,0.45,30.12,150,08-10-2024,Tuesday,October,2024,No Holiday,Q4,Moderate
38.47,125.69,39.46,41.44,0.38,43.15,71,09-10-2024,Wednesday,October,2024,No Holiday,Q4,Satisfactory
38.41,143.53,39.37,40.79,0.37,40.89,116,10-10-2024,Thursday,October,2024,No Holiday,Q4,Moderate
37.67,165.87,35.55,39.34,0.4,31.9,151,11-10-2024,Friday,October,2024,No Holiday,Q4,Moderate
43.78,190.88,38.04,39.48,0.47,31.87,162,12-10-2024,Saturday,October,2024,Holiday,Q4,Moderate
63.38,259.97,42.17,39.39,0.75,31.73,171,13-10-2024,Sunday,October,2024,Holiday,Q4,Moderate
41.42,197.37,40.25,41.16,0.38,38.76,180,14-10-2024,Monday,October,2024,No Holiday,Q4,Moderate
62.29,254.67,43.23,41.91,0.63,34.62,189,15-10-2024,Tuesday,October,2024,No Holiday,Q4,Moderate
64.87,275.31,46.13,44.82,0.77,28.4,227,16-10-2024,Wednesday,October,2024,No Holiday,Q4,Poor
84.94,319.32,53.36,47.1,0.98,30.78,291,17-10-2024,Thursday,October,2024,No Holiday,Q4,Poor
94.63,358.14,67.09,48.03,1.3,27.77,320,18-10-2024,Friday,October,2024,No Holiday,Q4,Very Poor
80.8,290.52,57.74,47.24,0.99,30.53,252,19-10-2024,Saturday,October,2024,No Holiday,Q4,Poor
82.89,308.86,45.74,47.36,0.91,22.91,256,20-10-2024,Sunday,October,2024,Holiday,Q4,Poor
80.43,297.37,38.56,47.46,0.85,23.24,239,21-10-2024,Monday,October,2024,No Holiday,Q4,Poor
97.62,337.68,45.57,47.41,0.96,24.08,307,22-10-2024,Tuesday,October,2024,No Holiday,Q4,Very Poor
101.62,355.09,34.92,48.11,0.92,28.1,300,23-10-2024,Wednesday,October,2024,No Holiday,Q4,Poor
70.34,252.26,33.3,47.8,0.76,34.04,225,24-10-2024,Thursday,October,2024,No Holiday,Q4,Poor
66.3,256.32,34.9,47.45,0.74,37.99,229,25-10-2024,Friday,October,2024,No Holiday,Q4,Poor
97.53,315.31,37.74,48.21,0.85,44.42,228,26-10-2024,Saturday,October,2024,No Holiday,Q4,Poor
117.78,371.78,61.47,49.69,1.37,44.82,323,27-10-2024,Sunday,October,2024,Holiday,Q4,Very Poor
85.48,264.15,47.52,47.59,0.91,44.31,236,28-10-2024,Monday,October,2024,No Holiday,Q4,Poor
86.22,281.09,58.58,44.9,1.06,41.74,234,29-10-2024,Tuesday,October,2024,No Holiday,Q4,Poor
117.66,343.83,61.66,42.74,1.05,40.17,298,30-10-2024,Wednesday,October,2024,No Holiday,Q4,Poor
115.05,314.05,34.67,43.49,1.02,37.12,268,31-10-2024,Thursday,October,2024,Holiday,Q4,Poor
126.23,336.84,29.76,43.65,0.83,32.24,275,01-11-2024,Friday,November,2024,No Holiday,Q4,Poor
106.27,304.82,42.6,43.85,0.9,32.29,258,02-11-2024,Saturday,November,2024,No Holiday,Q4,Poor
104.28,311.28,39.59,43.8,0.91,32.29,275,03-11-2024,Sunday,November,2024,Holiday,Q4,Poor
138.9,393.53,47.7,45.95,1.02,51.05,326,04-11-2024,Monday,November,2024,No Holiday,Q4,Very Poor
181.54,457.6,90.45,61.32,1.53,52.02,337,05-11-2024,Tuesday,November,2024,No Holiday,Q4,Very Poor
130.42,418.21,72.28,63.23,1.55,9.85,355,06-11-2024,Wednesday,November,2024,No Holiday,Q4,Very Poor
152,497.53,73.67,63.6,1.79,11.89,394,07-11-2024,Thursday,November,2024,No Holiday,Q4,Very Poor
140.67,430.89,59.06,63.95,1.6,22.4,386,08-11-2024,Friday,November,2024,No Holiday,Q4,Very Poor
120.56,388.44,46.41,63.04,1.19,32.24,319,09-11-2024,Saturday,November,2024,No Holiday,Q4,Very Poor
109.99,373,38.11,15,0.78,23.97,334,10-11-2024,Sunday,November,2024,Holiday,Q4,Very Poor
152.22,418.02,47.61,72.21,0.92,37.59,330,11-11-2024,Monday,November,2024,No Holiday,Q4,Very Poor
120.36,343.11,39.27,72.47,0.76,27.14,347,12-11-2024,Tuesday,November,2024,No Holiday,Q4,Very Poor
138.22,428.21,30.1,64.18,1.06,23.7,369,13-11-2024,Wednesday,November,2024,No Holiday,Q4,Very Poor
150.16,467.72,43.32,63.89,1.47,24.26,381,14-11-2024,Thursday,November,2024,No Holiday,Q4,Very Poor
160.88,495.31,47.75,61.16,1.16,26.78,421,15-11-2024,Friday,November,2024,Holiday,Q4,Severe
191.22,576.61,47.62,58.26,1.53,24.99,391,16-11-2024,Saturday,November,2024,No Holiday,Q4,Very Poor
182.69,590.39,48.73,58.89,1.75,22.67,391,17-11-2024,Sunday,November,2024,Holiday,Q4,Very Poor
306.91,375.78,45.09,58.12,1.96,29.78,468,18-11-2024,Monday,November,2024,No Holiday,Q4,Severe
169.27,571.91,33.1,53.67,0.86,28.31,453,19-11-2024,Tuesday,November,2024,No Holiday,Q4,Severe
138.63,457.35,37.89,54.16,1.09,32.54,403,20-11-2024,Wednesday,November,2024,No Holiday,Q4,Severe
119.66,432.46,42.33,54.18,1.85,35.28,354,21-11-2024,Thursday,November,2024,No Holiday,Q4,Very Poor
148.33,520.55,45.66,54.3,1.93,35.82,392,22-11-2024,Friday,November,2024,No Holiday,Q4,Very Poor
127.97,454.23,51.62,55.13,2.07,30.12,394,23-11-2024,Saturday,November,2024,No Holiday,Q4,Very Poor
92.24,331.67,44.93,56.4,2.01,31.83,297,24-11-2024,Sunday,November,2024,Holiday,Q4,Poor
132.24,459.87,36.21,57.61,1.45,34.92,365,25-11-2024,Monday,November,2024,No Holiday,Q4,Very Poor
93.03,318.38,32.67,57.48,1.17,35.56,315,26-11-2024,Tuesday,November,2024,No Holiday,Q4,Very Poor
81.01,294.8,32.29,57.48,1.22,34.98,241,27-11-2024,Wednesday,November,2024,No Holiday,Q4,Poor
98.24,337.09,39.33,57.5,1.42,32.77,293,28-11-2024,Thursday,November,2024,No Holiday,Q4,Poor
128.93,428.59,55.69,57.93,1.82,39.52,316,29-11-2024,Friday,November,2024,No Holiday,Q4,Very Poor
118.79,427.27,60.7,57.76,1.96,34.05,351,30-11-2024,Saturday,November,2024,No Holiday,Q4,Very Poor
74.84,285.99,53.01,58.35,1.34,32.44,285,01-12-2024,Sunday,December,2024,Holiday,Q4,Poor
77.27,291.8,53.33,59.72,1.33,39.1,220,02-12-2024,Monday,December,2024,No Holiday,Q4,Poor
72.05,277.28,50.31,59.47,1.29,45.2,274,03-12-2024,Tuesday,December,2024,No Holiday,Q4,Poor
45.29,182.91,41.34,58.87,0.74,42.53,166,04-12-2024,Wednesday,December,2024,No Holiday,Q4,Moderate
49.4,193.15,45.35,58.44,0.77,40.96,155,05-12-2024,Thursday,December,2024,No Holiday,Q4,Moderate
55.49,222.89,50.54,58.59,0.96,43.59,184,06-12-2024,Friday,December,2024,No Holiday,Q4,Moderate
61.06,251.34,57.16,59.2,1.17,28.76,206,07-12-2024,Saturday,December,2024,No Holiday,Q4,Poor
100.48,345.03,74.52,59.17,1.6,46.6,302,08-12-2024,Sunday,December,2024,Holiday,Q4,Very Poor
48.64,167.16,45.01,59.17,0.79,46.66,152,09-12-2024,Monday,December,2024,No Holiday,Q4,Moderate
60.03,208.64,39.02,59.19,0.79,37.99,163,10-12-2024,Tuesday,December,2024,No Holiday,Q4,Moderate
56.3,223.56,41.92,59.27,0.87,26.55,171,11-12-2024,Wednesday,December,2024,No Holiday,Q4,Moderate
77.01,297.75,48.59,59.84,1.1,26.56,273,12-12-2024,Thursday,December,2024,No Holiday,Q4,Poor
60.57,225.21,40.4,59.55,0.79,30.59,201,13-12-2024,Friday,December,2024,No Holiday,Q4,Poor
74.03,278.47,45.4,59.78,1.01,33.46,175,14-12-2024,Saturday,December,2024,No Holiday,Q4,Moderate
105.21,379.62,60.5,60.89,1.44,34.37,293,15-12-2024,Sunday,December,2024,Holiday,Q4,Poor
161.17,563.32,72.29,60.66,2.22,29.15,390,16-12-2024,Monday,December,2024,No Holiday,Q4,Very Poor
168.01,317.75,83.33,61.62,3.37,28.91,442,17-12-2024,Tuesday,December,2024,No Holiday,Q4,Severe
167.79,317.75,64.93,60.95,2.78,32.59,441,18-12-2024,Wednesday,December,2024,No Holiday,Q4,Severe
136.81,317.75,48.65,61.43,3.62,34.59,460,19-12-2024,Thursday,December,2024,No Holiday,Q4,Severe
125.73,435.96,41.43,61.1,1.18,29.82,382,20-12-2024,Friday,December,2024,No Holiday,Q4,Very Poor
96.36,379.74,57.59,62.04,1.59,30.55,333,21-12-2024,Saturday,December,2024,No Holiday,Q4,Very Poor
135.05,507.69,68.82,62.42,2.79,31.43,392,22-12-2024,Sunday,December,2024,Holiday,Q4,Very Poor
136.27,506.57,63.35,62.14,2.27,30.7,418,23-12-2024,Monday,December,2024,No Holiday,Q4,Severe
88.98,327.4,49.58,62.53,1.29,32.15,303,24-12-2024,Tuesday,December,2024,No Holiday,Q4,Very Poor
86.53,344.46,52.68,62.88,1.34,29.75,309,25-12-2024,Wednesday,December,2024,Holiday,Q4,Very Poor
86.75,333.56,52,64.04,1.18,36.3,292,26-12-2024,Thursday,December,2024,No Holiday,Q4,Poor
58.43,249.17,41.69,65.89,0.99,36.25,263,27-12-2024,Friday,December,2024,No Holiday,Q4,Poor
33.83,150.77,33.31,66.14,0.79,35.19,113,28-12-2024,Saturday,December,2024,No Holiday,Q4,Moderate
31.21,139.75,27.01,65.94,0.57,35.88,142,29-12-2024,Sunday,December,2024,Holiday,Q4,Moderate
38.01,152.83,29.12,65.16,0.55,38.38,116,30-12-2024,Monday,December,2024,No Holiday,Q4,Moderate
80.42,318.96,40.37,64.98,0.84,39.93,209,31-12-2024,Tuesday,December,2024,No Holiday,Q4,Poor
